UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
4910,Lights,13.11640312230915,4.978214071680443,0,0,5,1
4911,Lights,21.9036808669838,8.90321873289949,0,3,10,0
4912,Security System,20.39402657793697,3.5293532656522384,0,0,24,1
4913,Camera,3.4962435767916644,3.7563686713144833,1,3,45,0
4914,Security System,2.686213806411049,8.898484314927591,1,1,51,0
4915,Lights,14.347782460781676,4.697266169802206,0,1,39,0
4916,Smart Speaker,13.004772352781393,5.2096333836046185,1,2,48,0
4917,Security System,6.75987457360556,3.394360781823226,1,3,6,1
4918,Camera,21.637147487015127,2.8390324275729117,0,0,10,0
4919,Security System,22.293110622346507,6.593892237300081,0,0,59,1
4920,Thermostat,9.961368800993824,1.2864225492579184,0,0,42,0
4921,Security System,21.422110092167724,8.804799147710801,1,2,58,0
4922,Lights,9.522799015179856,7.814111053974568,0,4,43,1
4923,Smart Speaker,17.815195547997952,1.988407810687448,0,0,54,0
4924,Smart Speaker,11.684642112371517,6.970797463663197,1,1,10,1
4925,Lights,3.3807041779188003,6.066065920727785,1,0,25,0
4926,Thermostat,22.306453729070007,1.926897002292777,1,0,14,1
4927,Lights,11.17126994437211,2.804714709897301,1,0,47,1
4928,Security System,17.760445447576487,4.14896638696496,1,4,39,1
4929,Lights,9.128584639135363,7.022503078930191,1,0,13,1
4930,Lights,0.9437006465415144,6.423361747288359,1,4,11,1
4931,Thermostat,2.862463429258144,5.36912499199931,1,4,39,0
4932,Security System,12.161157768013224,7.707264376828939,0,2,11,1
4933,Camera,16.714162392469515,7.603583622101043,1,1,46,1
4934,Camera,8.366280174613058,6.216805625216333,0,0,49,0
4935,Smart Speaker,16.843978790674782,7.89120182550977,1,0,16,1
4936,Lights,16.917936351650965,3.4092074103141714,1,0,33,0
4937,Smart Speaker,17.042493822204026,8.824370330393796,0,4,41,1
4938,Thermostat,12.074263569481948,6.187609849439213,1,3,41,0
4939,Camera,21.999824527855345,8.241398786743062,0,1,32,1
4940,Lights,11.996118172544469,5.508163137423811,1,0,59,1
4941,Thermostat,11.081232047170998,2.262538625387936,0,3,10,0
4942,Thermostat,5.185449246749734,5.469860273915256,0,3,51,0
4943,Lights,7.729894552873908,3.7740054713882234,1,3,15,0
4944,Thermostat,1.4948605741801286,7.005240456767235,0,1,16,0
4945,Lights,15.38807939998,4.810358538173884,0,3,43,0
4946,Lights,6.340589982286683,8.377516768784108,1,0,27,1
4947,Security System,7.64764848040843,6.812917871986975,1,0,56,1
4948,Smart Speaker,18.61414125911155,6.876989887010107,0,2,57,0
4949,Thermostat,8.189697804294166,2.2498378015615432,1,4,49,0
4950,Thermostat,6.191603462308841,9.844072688263775,0,3,51,0
4951,Security System,4.472857104642085,8.43258457178774,0,4,45,1
4952,Security System,18.709172451275965,7.911148357150877,0,4,32,1
4953,Security System,3.548097062765632,3.369130729084272,1,4,6,0
4954,Camera,11.163213365883308,5.402753363187596,1,4,47,1
4955,Camera,12.41285772781407,1.4573215619358535,0,4,48,0
4956,Camera,16.65366294811429,5.430912168960789,0,0,36,1
4957,Lights,15.382161834825393,1.5443035401845442,0,1,8,0
4958,Thermostat,19.551935814211607,5.575074655497052,1,3,25,0
4959,Smart Speaker,1.5516586972665964,6.522346613533565,0,3,7,1
4960,Lights,7.466357032315834,3.9629400757740334,1,0,59,1
4961,Thermostat,7.083151791221424,5.035594295479803,0,0,17,0
4962,Thermostat,3.9313972814145433,8.7689685379784,0,4,48,0
4963,Security System,7.295688965626414,1.1747751325578129,0,1,30,1
4964,Security System,7.77948488235823,7.938155640696563,0,3,2,0
4965,Lights,12.76428485529574,1.790470054862345,1,2,17,0
4966,Security System,16.097055254767017,0.4634090297658211,1,0,57,0
4967,Thermostat,9.45586206987763,1.9371885671759728,1,2,4,0
4968,Security System,17.407550435864458,7.673927580707848,1,3,26,0
4969,Camera,8.39988545662013,4.110748126034914,1,0,14,0
4970,Security System,7.321666416896868,8.7379531167772,0,3,8,1
4971,Thermostat,13.217919312640072,5.294604657704431,1,0,5,1
4972,Lights,1.0573344671860792,0.3202784840706765,1,3,5,0
4973,Smart Speaker,2.3750444053990085,7.195464735059075,1,2,5,0
4974,Security System,10.322284274283383,1.1913057963402038,1,1,27,1
4975,Thermostat,22.65844871770628,7.914858371273052,0,0,5,0
4976,Smart Speaker,17.455526826320455,1.7642152430712823,0,2,3,1
4977,Smart Speaker,2.570974383263107,3.519919219474584,0,3,38,1
4978,Camera,20.388473300350533,7.636587153291067,1,2,30,0
4979,Smart Speaker,17.709068109292254,9.546890439016574,0,0,1,0
4980,Thermostat,14.85724335401235,3.77719611140265,0,2,8,0
4981,Thermostat,19.776884574315662,8.311062179969465,1,3,13,1
4982,Security System,9.996581421959492,1.9888434282108036,1,4,20,1
4983,Security System,5.70527469506554,8.091079725004663,1,1,6,0
4984,Security System,12.532549644055845,6.6091911866368855,0,1,50,0
4985,Smart Speaker,13.397781256446637,2.008160721402448,1,4,50,0
4986,Smart Speaker,13.150669742232934,3.094789207478975,0,0,48,1
4987,Camera,13.779234099782474,1.4045317971106566,0,2,8,0
4988,Security System,22.794565578620748,3.891373409536702,0,2,30,1
4989,Lights,21.70277214276144,2.1161215471204464,0,4,49,0
4990,Camera,21.07935035913508,6.475579740941687,0,4,40,0
4991,Lights,19.33329505635274,9.945600531783532,1,3,15,1
4992,Smart Speaker,22.67056052073421,0.218890714534215,0,3,58,1
4993,Camera,2.8146240794659763,5.455106151544257,0,1,10,1
4994,Camera,6.730396643974879,5.779299315735196,0,0,33,1
4995,Thermostat,12.133814722882745,9.150667017840036,0,0,9,1
4996,Smart Speaker,20.393560588400025,5.109452814192681,0,4,49,1
4997,Smart Speaker,12.371394220784213,5.482644054484683,1,1,52,0
4998,Camera,18.07881637452733,4.769362733151047,0,1,57,1
4999,Smart Speaker,3.765557773349531,2.762152615158666,0,3,33,0
5000,Camera,6.4317246049491645,0.6546884191642454,0,2,9,0
5001,Thermostat,17.6967382333853,4.145711053877378,0,0,14,0
5002,Camera,4.371249208861515,0.6206555652827175,1,1,56,1
5003,Smart Speaker,8.756864464390778,5.549875447712586,0,3,32,1
5004,Smart Speaker,6.724357058618929,3.142207068098702,0,3,37,0
5005,Camera,8.721749814228245,5.382663775101736,0,3,6,0
5006,Camera,17.1456151533323,1.4295399475123485,0,2,5,0
5007,Camera,9.144408756855825,9.33303666081966,1,1,4,1
5008,Security System,13.548688081286596,8.955760311144356,1,4,48,0
5009,Smart Speaker,2.848399110778627,1.9809654411026167,1,4,16,1
5010,Smart Speaker,19.417915791013755,3.500098404610698,0,3,10,0
5011,Security System,9.192382702730937,6.173578441334598,1,3,31,1
5012,Camera,15.740552737283547,1.047293452328472,1,2,31,1
5013,Thermostat,17.546655639053068,3.6102214290498935,1,3,14,0
5014,Camera,5.427031669624959,2.5860116395081607,1,1,13,1
5015,Camera,21.289862146403724,9.163615614295296,1,3,4,0
5016,Security System,14.981269912763397,8.539855299263131,0,3,46,0
5017,Smart Speaker,10.575040831159814,5.840344138541951,1,1,26,0
5018,Camera,4.784876814088159,5.251428735028584,1,0,24,0
5019,Smart Speaker,22.64407204067836,9.314185365999432,1,4,56,0
5020,Lights,18.24410279709319,9.331035051490272,0,3,9,1
5021,Smart Speaker,5.388577224231349,9.69636824098144,0,1,35,0
5022,Thermostat,8.436203206019275,1.341250952671058,1,4,42,1
5023,Thermostat,19.52734506506972,1.6895223265553854,0,2,15,0
5024,Camera,16.848425085560464,6.7996933169308775,0,0,24,0
5025,Smart Speaker,18.49593087881952,5.4602013184374645,1,3,31,1
5026,Camera,10.868225902003912,0.282812458443036,0,0,19,0
5027,Security System,17.337192172090923,0.7135528562962418,1,3,2,0
5028,Thermostat,9.582602487301973,8.891995784362171,1,3,2,1
5029,Camera,5.464678548047616,8.701820875839925,1,3,41,1
5030,Security System,15.367910318771958,3.636982127760848,0,0,36,0
5031,Camera,23.43632725157166,8.921401107612294,1,2,37,0
5032,Smart Speaker,7.799122827790246,5.977383236539228,1,1,34,0
5033,Smart Speaker,11.332785416994682,8.078465905487128,0,1,57,0
5034,Smart Speaker,16.33903222014156,4.331567604486121,1,2,39,0
5035,Smart Speaker,13.225397629878463,1.2226434407145963,0,2,19,0
5036,Lights,20.320553199162656,4.393897920195561,0,3,38,0
5037,Security System,18.400953602033624,4.627268000169289,1,3,23,0
5038,Security System,1.8699842907653903,5.554347519021969,0,1,16,0
5039,Smart Speaker,23.96289899720869,1.1452688577538372,1,3,46,1
5040,Lights,18.18145766240748,9.914878444191151,0,3,44,1
5041,Smart Speaker,20.80172793291166,2.516954525988373,0,2,6,0
5042,Lights,15.80314623424064,2.06566879501722,0,0,58,1
5043,Smart Speaker,20.622700509098912,5.315348896673772,0,4,59,1
5044,Thermostat,3.140999910824671,5.418360976009398,1,4,26,0
5045,Thermostat,8.671839135643916,4.454225304549119,1,3,22,1
5046,Camera,21.09589217470558,7.7417322486200195,0,3,45,1
5047,Smart Speaker,5.238897464771967,5.214878567213167,1,4,47,1
5048,Security System,2.3386893166305343,6.135985005935343,1,2,24,1
5049,Camera,19.02079508871265,7.265089215537077,1,4,46,1
5050,Thermostat,20.13392465761746,0.3477485054822795,1,4,40,0
5051,Smart Speaker,4.322327127462664,5.749377407195944,1,4,21,0
5052,Camera,20.57713059539381,8.853525265160856,1,3,30,1
5053,Smart Speaker,16.639043196533486,0.2721485549617957,1,3,52,1
5054,Thermostat,12.721943055589724,4.1113028276295145,0,4,11,1
5055,Camera,20.010879530362548,9.269651757037716,1,3,53,0
5056,Thermostat,10.352357358995697,3.5962285825971243,0,4,9,1
5057,Lights,5.058857971249834,4.641415359582385,0,2,12,0
5058,Thermostat,7.194037900349421,9.817259791138696,0,3,26,1
5059,Smart Speaker,12.371354429892898,2.073306203610681,1,0,38,1
5060,Security System,12.98627362781963,0.7460263723375589,1,3,51,0
5061,Thermostat,19.43114942136899,8.608283649526912,0,2,3,0
5062,Security System,19.09678900582986,8.697806878002448,0,2,33,0
5063,Lights,14.16211409430751,4.773570563332131,1,3,15,1
5064,Camera,18.84845885908869,5.190651027325134,1,1,47,1
5065,Camera,5.006676269901268,8.374483059216576,1,4,5,0
5066,Security System,1.676516386692417,7.411739031346372,0,4,54,1
5067,Camera,21.03039483191545,2.7249751219484057,0,2,24,0
5068,Thermostat,2.275530603425085,0.2672442152080327,1,3,11,0
5069,Security System,6.297178098983936,4.849031609082103,1,1,57,1
5070,Smart Speaker,16.839995316173038,8.60323202834685,0,0,55,1
5071,Thermostat,10.122026534241764,8.968763299232606,1,4,33,1
5072,Thermostat,21.093378293014457,9.566639351053924,1,1,23,1
5073,Thermostat,7.502525174563334,8.807676052366533,0,4,10,1
5074,Smart Speaker,0.7789766467299435,5.842431197451174,0,3,57,1
5075,Lights,7.5654075531774865,4.501595432437399,0,4,52,1
5076,Camera,14.084763655843544,7.77101348068758,0,0,43,0
5077,Security System,9.334551821977394,7.424234180219405,1,3,28,0
5078,Lights,13.069509760330748,5.427619957806399,0,2,39,1
5079,Security System,21.10005579262294,0.9645409883288444,1,1,57,0
5080,Camera,21.94339877441366,9.268205333190496,1,4,17,0
5081,Smart Speaker,6.750390519371635,4.610465121266455,1,3,44,0
5082,Thermostat,11.360301121842667,3.6970044409710168,0,3,26,0
5083,Thermostat,13.404884358174105,6.33271721217084,0,4,25,1
5084,Smart Speaker,22.804142736873807,6.770995815553071,1,2,36,0
5085,Lights,23.96750700036304,2.1858103785999843,1,4,12,0
5086,Lights,6.032070347775876,8.385694563618566,0,2,56,1
5087,Security System,17.584026976626664,2.970377227257541,1,4,3,0
5088,Smart Speaker,9.383729962480086,1.9481708665517357,1,3,50,0
5089,Lights,0.6905426268260109,4.123358543259524,1,0,29,1
5090,Smart Speaker,0.7174342772437053,7.332544800884906,1,0,44,0
5091,Camera,11.32330117771301,9.658035966554054,1,3,56,1
5092,Thermostat,11.975870455601864,8.111884517277188,1,0,24,1
5093,Thermostat,1.0303878694759023,9.4094489389349,1,2,19,1
5094,Thermostat,16.642794294196108,1.4919974603576154,1,3,13,0
5095,Smart Speaker,7.409079631981398,0.8046503087504001,0,2,16,0
5096,Smart Speaker,13.657487886094811,5.621277142876044,0,3,40,1
5097,Security System,7.571598219387341,2.9739450821359403,1,2,27,1
5098,Thermostat,4.427656399428718,8.297744232395802,1,2,59,1
5099,Security System,10.068582857073569,6.752679926883028,0,0,6,0
5100,Thermostat,5.958424072576768,9.710208823459364,0,3,42,0
5101,Security System,13.06782295760045,2.622444321739912,0,4,57,1
5102,Security System,5.172470461732279,4.9092627321168,1,0,10,0
5103,Camera,12.447540451148736,5.0622807265109975,0,2,38,0
5104,Security System,4.198395099418388,2.4678502690880246,0,2,8,1
5105,Smart Speaker,16.267905672915948,5.9419246549312765,1,4,18,0
5106,Security System,18.217535584373465,4.488531262184472,0,4,32,0
5107,Thermostat,3.094264504873444,4.522543404299749,1,2,17,1
5108,Security System,11.49335668287747,3.691092814927588,0,4,58,0
5109,Lights,2.1654849653895294,0.2676005890127971,0,1,42,0
5110,Thermostat,14.557287470237055,5.268742845456411,0,0,2,0
5111,Lights,6.713501001346666,3.4189535734332783,0,3,44,1
5112,Thermostat,12.899174735709634,0.1130667029448637,0,4,20,0
5113,Smart Speaker,12.660333720530843,3.148642705853127,1,4,10,0
5114,Smart Speaker,22.22232713555431,2.8584204975885945,1,1,9,0
5115,Smart Speaker,13.403455730364987,3.995136716913995,0,3,48,0
5116,Lights,14.200464273380415,1.40533469746963,1,1,39,0
5117,Camera,9.938848455462937,5.126069863887336,0,3,41,1
5118,Thermostat,22.803370674796195,6.955159489929486,0,0,25,0
5119,Smart Speaker,18.763868871830827,6.338837133640268,0,4,25,1
5120,Thermostat,7.207024322116776,8.057173980934987,0,0,24,0
5121,Lights,20.33892526574145,4.574882051072104,0,3,6,1
5122,Camera,10.661314464349614,5.23900813036331,1,4,30,1
5123,Lights,19.973677873039456,8.122979214503935,1,1,59,0
5124,Thermostat,19.837869604897296,4.3342415911104615,1,2,10,1
5125,Camera,4.938449388927078,7.04583356400601,1,1,39,0
5126,Camera,16.976816587514058,4.40256345030812,0,2,31,1
5127,Lights,7.330109778703481,4.2355883256644695,1,1,18,0
5128,Smart Speaker,7.491077744827703,7.626035682838687,0,3,43,0
5129,Thermostat,7.464179806693648,1.8308854631154907,0,0,33,0
5130,Security System,17.550853817658783,3.4520011222215787,1,2,53,0
5131,Security System,5.900911982124597,2.319305539794328,1,3,56,1
5132,Lights,0.5212871282831203,3.655188435379212,0,0,19,0
5133,Thermostat,17.308066056841877,2.380710741423638,0,0,23,0
5134,Thermostat,4.522841480125444,5.836115747757881,0,4,5,0
5135,Lights,2.9553362897341144,8.001890945916669,1,4,26,1
5136,Thermostat,6.081628833960413,7.887469306057229,0,4,29,0
5137,Smart Speaker,9.427662274583543,3.708559549033045,0,2,24,1
5138,Lights,11.683798695620215,9.888728018353191,0,2,6,1
5139,Smart Speaker,1.5473959567468245,5.979158210587428,0,0,54,0
5140,Thermostat,23.30847331674297,4.054062987605119,1,2,39,1
5141,Lights,17.327481755359617,8.371838864490112,1,0,55,0
5142,Thermostat,8.095060535121899,7.325752725162144,0,3,4,1
5143,Lights,7.989385546206837,7.517825834558634,1,1,58,0
5144,Thermostat,11.040749910158796,2.041779562365329,0,0,48,0
5145,Smart Speaker,15.216753334931274,4.736410642948695,1,0,42,0
5146,Smart Speaker,3.9397670648407423,8.632098495163568,1,3,26,1
5147,Thermostat,4.93985062347638,5.089976275524696,1,4,15,1
5148,Lights,20.696712696588445,6.866182159868398,1,4,13,1
5149,Security System,6.521990711393205,5.920543957039219,0,4,40,1
5150,Smart Speaker,9.434582452416672,8.439332198411982,0,0,22,0
5151,Smart Speaker,20.97488849732775,2.9171523136398663,0,0,59,0
5152,Security System,16.083973990895828,5.797205251075012,1,2,13,1
5153,Thermostat,8.530229164529676,1.3200232132970595,1,2,56,1
5154,Lights,16.566939324528587,6.933086689324732,0,1,39,1
5155,Thermostat,0.9625555614632222,7.34648159969185,1,1,17,1
5156,Camera,17.78760251026708,0.5240894797710843,1,2,36,0
5157,Smart Speaker,11.944876952131628,6.790330539917052,0,0,39,0
5158,Camera,19.60978046118484,4.205432526241284,1,3,48,0
5159,Smart Speaker,22.93398482215201,1.3285590734858552,0,2,25,1
5160,Smart Speaker,22.256030913122355,4.257084722214829,1,0,34,1
5161,Camera,21.867728521200508,2.0229060039862587,0,2,21,1
5162,Camera,12.535993964446348,4.214039368020834,1,4,25,1
5163,Thermostat,8.963339682265044,3.904956376789424,1,2,25,0
5164,Camera,11.42833013117081,7.410077205666969,1,4,22,0
5165,Thermostat,16.71255607786398,7.764734025846952,1,0,23,1
5166,Thermostat,21.27394775647289,6.109583678407012,1,4,25,0
5167,Thermostat,5.364178120502809,0.3245997376062307,0,2,14,0
5168,Smart Speaker,22.07753922385002,9.31712056280284,1,4,14,0
5169,Smart Speaker,19.656735451292395,6.893709472954832,0,3,26,0
5170,Camera,23.503116356688512,0.4385349542197695,0,4,40,1
5171,Smart Speaker,21.18591667211965,8.206445702219767,0,4,30,0
5172,Camera,7.078527247759807,2.082634931708162,1,1,26,0
5173,Smart Speaker,2.9899639165851206,5.834289776753957,0,3,38,0
5174,Lights,3.1376651918023324,4.719680262506852,1,0,22,0
5175,Lights,7.343747986589489,4.256403945315259,1,4,39,1
5176,Camera,14.933317513636672,8.908165829231535,1,3,39,0
5177,Smart Speaker,19.40152766328356,4.429876786469886,0,0,34,0
5178,Smart Speaker,21.63238221406677,0.8459067639741923,1,3,25,1
5179,Thermostat,15.15820453267697,9.471723399428033,1,1,36,1
5180,Security System,0.6323358495792626,9.213298789272311,1,0,13,1
5181,Camera,4.878444248185538,6.875883626857828,0,0,29,1
5182,Security System,2.8435657905541465,4.732136028507047,0,4,42,1
5183,Security System,9.038125175871736,1.0193087821408606,0,2,9,1
5184,Camera,12.281748350393029,7.9284063739170145,0,0,15,0
5185,Smart Speaker,1.5198336965961798,0.8472313527978866,1,0,31,0
5186,Camera,8.6892324311979,0.779149750461942,0,1,44,1
5187,Security System,4.710722353695081,5.420100040149744,1,1,27,0
5188,Smart Speaker,15.706148907083538,1.6852695778279383,0,1,31,0
5189,Lights,11.41040067912199,0.1765296466694549,1,4,10,0
5190,Camera,12.139964702946855,4.288822966858284,0,0,51,0
5191,Camera,10.550757018786337,1.458450592939653,0,1,53,0
5192,Smart Speaker,22.96646319643432,1.6891026112788434,0,1,37,1
5193,Lights,5.546275440356736,0.8614153234798131,1,3,7,0
5194,Lights,12.641610106331049,2.130428161863738,1,3,32,0
5195,Smart Speaker,17.796408156585393,7.183293379766455,0,1,52,1
5196,Thermostat,13.58584370866222,8.108380341456135,0,4,11,0
5197,Camera,22.331990814344824,4.580083075890076,0,2,48,0
5198,Camera,9.382256357570178,5.114882777226035,0,3,45,0
5199,Security System,11.396381435669683,0.4232848424826058,0,3,28,0
5200,Smart Speaker,2.580274407546118,0.7862309875760369,0,0,4,0
5201,Security System,14.81147910972032,2.649920483930217,1,0,48,0
5202,Security System,7.272981258530492,5.48459436506016,1,1,45,1
5203,Lights,4.267262428615868,7.42155637247643,1,0,31,0
5204,Camera,13.29648538325594,6.089530307246527,1,0,29,1
5205,Security System,13.009291189427898,3.982065764369204,1,2,33,1
5206,Lights,2.282983568765117,1.2714083227310682,1,4,54,0
5207,Smart Speaker,16.90806315712011,7.829655025383175,0,1,4,0
5208,Security System,15.158646480295042,3.701481910830666,0,2,59,0
5209,Camera,4.941906144542684,7.3869347433796175,0,1,47,1
5210,Security System,11.53171926062003,5.178490534951984,0,4,58,1
5211,Smart Speaker,17.42758853724616,7.41275433026207,0,1,26,1
5212,Security System,12.941739902719998,9.082166658380462,1,0,53,0
5213,Camera,9.7939932903139,9.21819220893264,1,4,31,1
5214,Lights,8.074953764902176,5.397557122005973,1,2,31,0
5215,Camera,14.84425586613526,5.163932811179824,1,2,27,0
5216,Lights,22.56905441029065,2.730216808478089,1,3,25,1
5217,Thermostat,16.28600375122086,9.364418332139984,0,2,48,1
5218,Camera,2.256528735453414,4.633399755276247,1,3,36,0
5219,Camera,11.326096876830144,1.363153268945034,1,0,49,1
5220,Smart Speaker,21.434367090499748,4.383778654802844,1,2,31,1
5221,Security System,2.7198670063255417,1.3578271773562394,0,4,43,0
5222,Lights,23.73857923523227,5.075063674145043,0,3,57,1
5223,Lights,22.8031307506674,5.6566275970765005,0,2,37,1
5224,Smart Speaker,2.3394502971520827,3.443782038786495,0,0,58,0
5225,Smart Speaker,22.43521303056454,0.8093410808916982,0,4,45,0
5226,Security System,9.033615871097362,9.440685002769069,0,4,44,1
5227,Security System,20.35066542628277,7.756195823485953,1,0,59,1
5228,Camera,10.33200843626188,8.404922697000698,1,2,23,1
5229,Thermostat,10.860095148509124,3.731997103433672,1,1,35,0
5230,Security System,15.404712637972253,7.63222719719256,0,2,4,1
5231,Smart Speaker,18.70021935298561,4.905191662175023,0,3,28,0
5232,Security System,1.294045047283843,2.090726535219855,0,3,42,0
5233,Lights,14.439165894887656,1.3317914313814117,0,2,41,0
5234,Thermostat,4.888225361288218,3.516003606288363,1,3,42,0
5235,Camera,8.62981366978527,1.461765903603883,0,1,13,1
5236,Lights,8.677263654647588,9.98286286442028,0,1,1,1
5237,Lights,11.52291799519711,0.5869710032970183,0,4,12,1
5238,Thermostat,8.352205679090074,4.4673216337538575,0,3,43,1
5239,Camera,3.022986283590692,4.575725871664803,0,2,53,1
5240,Smart Speaker,3.9222753553481087,3.076256092958588,1,4,40,0
5241,Camera,1.2857926606857952,5.756380500498759,0,1,26,0
5242,Security System,11.550853505225726,1.5847725391002925,0,4,55,1
5243,Lights,22.92952082904523,7.860732567813613,1,0,46,1
5244,Security System,3.218367755730739,3.3912324106516194,0,3,46,1
5245,Smart Speaker,22.73721558557243,5.954291639006553,0,2,52,1
5246,Security System,17.7339955962042,7.184828437062897,1,1,23,0
5247,Camera,15.481221868952836,8.901516965132595,1,4,49,1
5248,Security System,15.664027250103729,8.374295620876781,1,2,22,0
5249,Smart Speaker,19.92809973731263,6.12225937822524,1,3,57,0
5250,Smart Speaker,3.012616812925802,3.945092485800481,1,2,51,1
5251,Smart Speaker,12.361726603790231,5.081726233742143,1,3,52,0
5252,Camera,16.881641749127827,7.710474454450146,1,3,56,1
5253,Smart Speaker,14.290280459228748,8.787700871338783,1,3,28,0
5254,Lights,20.070308169047426,1.1274410889490516,1,4,53,0
5255,Smart Speaker,2.19838516176676,3.91007699868123,1,3,53,0
5256,Security System,16.7314744282304,7.783554324293656,0,2,17,0
5257,Security System,13.049651664040868,4.373352449680214,1,0,6,0
