UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
1921,Lights,23.66945296268557,9.296572682168971,1,4,53,0
1922,Smart Speaker,18.846028755164763,9.116442946107655,0,4,6,0
1923,Security System,9.670605915223884,7.185197153213511,1,1,21,1
1924,Security System,14.09625240856483,8.85835553647471,0,3,10,0
1925,Smart Speaker,21.91653268108561,3.264515473117485,0,2,59,0
1926,Camera,13.521333089301914,3.872982327482001,1,1,32,1
1927,Camera,4.600714430351947,6.175750600356857,0,1,47,0
1928,Security System,9.399528856157245,6.273896878242915,1,4,33,1
1929,Thermostat,20.313904328199012,4.868828396322176,1,2,17,1
1930,Camera,15.63900587575602,4.066512699535737,0,4,3,0
1931,Smart Speaker,15.792023031844307,9.863185084926082,0,3,57,0
1932,Camera,20.87030491367949,8.22912389856547,0,4,43,0
1933,Smart Speaker,21.50836685036886,4.406303959091647,1,0,18,1
1934,Security System,22.115125436816754,7.300195524671728,1,4,10,1
1935,Camera,2.7289560414491687,2.768660763199349,0,0,53,0
1936,Smart Speaker,13.286961046132872,1.091676329749566,1,1,41,1
1937,Security System,17.901973748630486,3.5890671529721327,1,3,39,1
1938,Thermostat,18.287780860484823,4.089430721221603,0,0,43,0
1939,Smart Speaker,14.757830746295092,0.2637175331506409,1,3,8,1
1940,Thermostat,4.419502376816343,8.16644081619537,0,4,34,0
1941,Thermostat,19.239383017629116,3.656014683652897,0,4,37,0
1942,Lights,17.422616337601223,5.846139841223455,0,1,41,0
1943,Camera,2.524190631402353,0.8322355539824641,1,4,33,1
1944,Smart Speaker,11.39953087984784,1.8324686046307812,0,0,49,0
1945,Thermostat,4.588468888762384,8.907967880742843,0,1,10,0
1946,Lights,8.430710574254839,6.126006526039728,0,3,40,0
1947,Security System,0.9249056668336078,9.507812096687807,0,1,18,0
1948,Smart Speaker,9.907751907652818,9.987625340474038,1,3,25,1
1949,Thermostat,13.422107647170945,3.7814151417976345,0,2,42,0
1950,Camera,15.06019093143654,3.0581503344244187,1,0,41,1
1951,Lights,16.092023110524686,8.597724946075058,0,0,36,0
1952,Thermostat,20.15284585790781,9.986253127670796,1,3,2,1
1953,Camera,5.563378320979656,6.333448218901327,1,4,19,0
1954,Thermostat,3.3313228273039965,7.971893152864071,1,4,10,0
1955,Smart Speaker,20.51112353960125,7.839284002271217,1,2,49,0
1956,Smart Speaker,4.180401149977272,3.617863111373515,0,3,3,0
1957,Smart Speaker,23.40686191140059,5.785276764545163,0,2,53,0
1958,Lights,20.29964839086797,8.347263718515714,1,3,19,1
1959,Smart Speaker,12.27060023840558,6.912327374984449,1,2,51,0
1960,Camera,23.563403485667592,0.3095217584221787,1,3,26,1
1961,Thermostat,2.788353134038099,3.4333861220855817,0,0,54,0
1962,Security System,7.622045387614889,1.530309396286593,1,2,51,0
1963,Camera,15.498273753454368,2.406424899572587,1,2,51,1
1964,Camera,8.7251614091197,9.064345827164123,0,3,47,0
1965,Smart Speaker,22.316754971548608,0.4652435602166047,0,1,25,0
1966,Lights,2.042213072178713,2.276027048423045,0,1,50,0
1967,Thermostat,13.411178053432668,3.164736587158492,0,0,17,1
1968,Lights,14.38535728378519,6.207152312467309,0,4,10,0
1969,Thermostat,15.839110908764766,5.387606731850068,0,4,56,0
1970,Thermostat,6.508156248297639,2.2608678802485227,1,0,46,1
1971,Lights,9.067311046716815,1.7259865655092292,1,4,51,1
1972,Camera,20.326492447126974,2.444300542501576,0,3,55,0
1973,Thermostat,5.081155070798756,5.07504330434639,1,1,50,0
1974,Lights,19.931394408574008,2.7846600785409144,0,0,11,1
1975,Thermostat,13.722402438214448,9.48126476591645,1,3,11,1
1976,Security System,18.41140651306093,4.692265692145591,0,0,12,1
1977,Camera,17.269773107191583,0.682080563791907,0,1,40,0
1978,Smart Speaker,5.376520141544657,7.319737417782671,1,4,48,0
1979,Thermostat,13.867099306196012,3.355568353268997,1,3,57,1
1980,Security System,20.89149409091967,6.56954042737665,0,1,56,0
1981,Smart Speaker,10.65473156484534,2.8679842681799967,0,0,8,1
1982,Smart Speaker,23.214883100247945,5.750363043159867,0,2,24,0
1983,Thermostat,11.127054852390376,7.7443097975939,0,3,14,0
1984,Lights,3.85546246169529,9.287286543568085,0,0,23,0
1985,Thermostat,9.651714981825322,2.685158729887463,0,0,50,0
1986,Security System,22.865006550177625,3.415083814889914,1,1,56,1
1987,Smart Speaker,8.013439959486576,4.696237560830802,1,0,53,1
1988,Thermostat,20.900306756875977,9.27903089358629,1,3,54,0
1989,Lights,21.20939101952441,9.023729882425505,1,3,36,0
1990,Thermostat,8.729383321801086,0.9897949729963164,1,0,17,1
1991,Camera,2.4565549641898548,1.4061052749627276,0,1,45,0
1992,Lights,17.527110865232228,5.005540855573319,0,3,5,0
1993,Security System,7.820539026828672,1.1555308007736926,1,2,3,1
1994,Smart Speaker,18.89870493505295,3.5212506461521054,0,4,9,0
1995,Thermostat,10.90238893412018,1.569015244353029,1,1,20,1
1996,Lights,11.903768445051607,6.39679951580567,1,1,58,0
1997,Camera,18.780871058590616,9.5000047742177,0,4,50,0
1998,Lights,9.485538279948257,9.967664325914376,0,4,20,0
1999,Camera,10.913492615088492,3.8148872117194568,1,3,51,1
2000,Security System,9.34047601608612,6.030225107434662,1,0,19,1
2001,Smart Speaker,9.13250210901608,8.577049769888404,1,0,21,1
2002,Security System,12.859744557184296,1.2628745206842016,1,2,16,1
2003,Thermostat,19.50678694577704,6.926687669414453,0,0,33,0
2004,Lights,9.001555330180297,4.147552251078175,1,2,5,1
2005,Camera,12.819985932636811,2.1408469867736244,0,2,24,0
2006,Camera,16.26209214790112,4.087260825599675,1,1,15,1
2007,Lights,6.831826988135893,0.8520068409526769,1,1,26,1
2008,Lights,7.021785915206225,6.984530771034127,0,3,44,0
2009,Thermostat,22.435208485051188,2.602152420609685,0,4,25,0
2010,Security System,17.503062473280583,3.1829158859442925,0,4,28,0
2011,Camera,14.063886891247758,1.2987048525904812,0,2,33,0
2012,Thermostat,15.721421278884382,8.660125227509928,0,4,46,0
2013,Security System,1.1885369129303316,4.985098364899112,1,2,18,1
2014,Thermostat,15.025419690699875,5.7642540900853625,1,4,18,1
2015,Camera,12.473458520768745,5.737383562639061,1,3,38,0
2016,Lights,13.325117474816738,4.163881833959283,0,1,33,0
2017,Lights,8.9464599305242,2.0060461628375807,0,1,27,0
2018,Security System,2.4146365962541343,7.476814210134159,0,2,49,0
2019,Smart Speaker,5.043471989883226,1.357857027040976,1,4,50,0
2020,Security System,22.842500760497785,1.128350523760224,0,0,15,1
2021,Smart Speaker,10.104439713366949,7.130435872205384,1,3,44,0
2022,Thermostat,11.467054162025308,2.16748650247464,1,4,13,1
2023,Thermostat,1.7386800615558164,3.1370502383930403,1,0,52,1
2024,Camera,1.3828063942835438,4.8047519233172284,0,3,34,0
2025,Smart Speaker,17.353764005598805,4.548578035622508,1,3,4,1
2026,Camera,13.145224606846115,7.114933338143492,1,1,35,1
2027,Lights,12.454590629082269,6.271974755089273,1,2,19,1
2028,Smart Speaker,6.213426464932714,6.479522006590471,0,4,31,0
2029,Security System,18.001642193303173,7.169137873489027,1,3,25,1
2030,Lights,4.45355960904956,2.996866001492307,0,4,40,0
2031,Lights,4.963466476033971,3.2910997868246894,0,3,12,0
2032,Security System,11.326736026684474,4.436177704165986,1,1,12,1
2033,Lights,7.227576759630611,3.1438755130319085,1,2,42,0
2034,Smart Speaker,6.315380058978939,9.850884902811549,0,0,25,0
2035,Camera,15.663084647003291,8.159114071572153,1,0,33,1
2036,Lights,15.797836012635797,1.730081413734693,0,1,37,0
2037,Smart Speaker,19.876151140298337,0.1553821432305081,0,3,28,0
2038,Thermostat,10.316151323864933,0.5235543556479518,0,1,52,0
2039,Smart Speaker,2.2174996391145307,2.5162281653249603,1,2,43,0
2040,Camera,6.931160045654256,1.23148372978488,0,0,9,0
2041,Smart Speaker,23.5301283851252,5.380047337436464,0,4,14,0
2042,Security System,14.5120765179685,8.59415270500085,1,0,3,1
2043,Camera,17.178821492823975,7.393827187040951,1,2,5,1
2044,Thermostat,0.6729089961972416,2.2345297245136853,0,3,56,0
2045,Security System,12.67783470628924,4.05306263465528,0,1,26,0
2046,Smart Speaker,1.381923451997373,5.128152674359648,0,0,53,0
2047,Camera,13.876909984149028,8.121037910083022,1,0,41,1
2048,Thermostat,22.13811496644777,8.407303870751031,0,4,18,0
2049,Security System,23.257849566759585,9.106211287886982,0,1,38,0
2050,Thermostat,13.202987871639715,5.141527979978464,1,4,21,1
2051,Smart Speaker,11.267812923427076,6.973319989715043,1,4,57,0
2052,Thermostat,22.707901714839608,1.206823675215978,0,3,39,0
2053,Lights,16.329831051922334,5.696360703544423,1,0,16,1
2054,Security System,2.0251330691526226,2.562048913764238,0,1,40,0
2055,Thermostat,11.444551075186192,4.37399716176345,0,3,23,0
2056,Smart Speaker,6.145757933911142,6.377100032236521,1,3,29,0
2057,Smart Speaker,11.540401554044015,2.644160784752433,0,3,10,0
2058,Thermostat,11.2034409421495,0.6166320721879347,0,2,58,0
2059,Smart Speaker,14.180402866146435,0.2013151784466993,1,2,5,1
2060,Camera,8.884106523207404,0.3193794018907633,0,3,11,0
2061,Camera,4.360355562214309,0.1826624013863196,1,2,29,1
2062,Camera,12.337406712863972,1.1925150599229672,0,1,53,0
2063,Lights,20.009767782125408,2.470938274244286,1,0,45,1
2064,Thermostat,16.104287359588653,2.290092990404762,1,1,27,1
2065,Lights,8.451644849242573,9.869286282380978,1,0,52,1
2066,Smart Speaker,22.484791034833144,3.129460441568538,1,2,34,1
2067,Lights,21.93687792435578,1.3614657552580514,1,1,14,1
2068,Smart Speaker,5.419687385526321,5.501069187260804,1,4,41,0
2069,Smart Speaker,1.4263132503285298,8.593778808435333,0,3,42,0
2070,Security System,17.920754646242912,6.812797730197984,0,0,10,0
2071,Camera,19.948841141705103,3.0312126824409584,1,0,42,1
2072,Smart Speaker,23.244817299856848,5.659999981935404,0,4,58,0
2073,Security System,21.4111552610753,7.177074144584051,1,4,51,0
2074,Camera,14.612567052850748,7.308234474440649,1,3,11,1
2075,Smart Speaker,12.956229971490949,6.69873070744712,0,2,11,0
2076,Smart Speaker,1.154264704670778,8.721023205278618,1,1,35,0
2077,Lights,6.296426500852279,8.714044037606634,0,1,19,0
2078,Lights,11.300946665723773,5.831471938129332,1,1,24,1
2079,Camera,15.269841651963844,4.355578054201001,1,2,54,1
2080,Smart Speaker,13.59541808298265,6.451545926094488,0,3,1,0
2081,Thermostat,17.951945757519727,8.200298813567585,1,1,12,1
2082,Lights,7.07452287584546,0.1559558379277287,1,0,47,1
2083,Camera,13.77638627983312,9.920770389247028,1,0,14,1
2084,Smart Speaker,2.571342719683615,1.9106483460590729,0,0,3,0
2085,Smart Speaker,10.221139804205364,4.755464958033764,0,4,52,0
2086,Thermostat,18.128779574433125,8.73309437494438,0,4,45,0
2087,Camera,16.794920055582534,2.327899950537574,0,2,50,0
2088,Smart Speaker,23.780104323546205,4.820272716613793,0,1,32,0
2089,Lights,7.030441460712266,1.412563583793674,1,4,16,1
2090,Thermostat,12.20744853058851,4.011255621343107,0,0,38,0
2091,Camera,8.243964723688922,1.853641002450725,0,4,10,0
2092,Thermostat,10.854173180390609,3.699914712834455,1,0,17,1
2093,Lights,20.63832805193062,3.797295746247948,1,1,49,1
2094,Camera,16.578913266929437,9.932390817023494,0,2,40,0
2095,Thermostat,21.23736799666817,9.948648990107346,1,3,4,1
2096,Security System,5.282511045799332,1.236384158740063,1,3,15,1
2097,Lights,21.02398626927379,7.287090915350638,1,0,33,1
2098,Lights,1.9044134431920337,0.6122802487241014,0,4,39,0
2099,Lights,21.38208309027308,0.3989009518381674,1,4,57,1
2100,Security System,8.233233817327106,1.1428055530251469,1,0,10,1
2101,Security System,7.892809385230562,9.658308004378547,0,1,7,0
2102,Smart Speaker,12.534081552418602,9.414549124157505,1,0,33,1
2103,Thermostat,22.606219411495942,2.0198854207787367,1,1,17,1
2104,Smart Speaker,1.622862070013026,1.7005561219817442,0,2,12,0
2105,Thermostat,8.777427914162514,2.481297356507876,0,2,17,0
2106,Security System,20.62944173405839,5.203915241343907,0,0,47,0
2107,Security System,9.807280219733467,5.740075857150558,1,2,56,0
2108,Smart Speaker,5.1801870935310745,2.293774961350529,0,4,16,0
2109,Camera,10.482663261288176,7.590565602090457,0,1,55,0
2110,Smart Speaker,9.56048378505423,3.164576377086243,1,3,14,1
2111,Thermostat,22.01228073446753,9.229100122741162,1,3,3,1
2112,Smart Speaker,18.40545782996278,6.601554793921633,1,2,51,0
2113,Lights,12.37021555998415,4.419876823605756,1,1,44,1
2114,Thermostat,23.72670831795692,7.920128816858169,1,4,51,0
2115,Thermostat,11.434021984984197,8.197354797861982,0,3,50,0
2116,Camera,1.868589024276468,2.9757678955285423,0,4,30,0
2117,Security System,6.663446562652145,3.463173983977235,0,4,46,0
2118,Thermostat,10.747656285153846,9.365956021913174,1,3,52,0
2119,Security System,4.1872116674338224,1.730936279796392,0,3,55,0
2120,Smart Speaker,22.76778046861501,0.5172891279330486,1,2,41,1
2121,Lights,18.52094909871767,4.595147693834536,1,1,35,1
2122,Camera,6.804749210052657,8.031978012411926,0,0,26,0
2123,Security System,14.383906537671022,7.739514252476384,0,1,55,0
2124,Thermostat,17.454055192074943,9.20335322623704,1,0,12,1
2125,Security System,22.62005482930975,5.378686577253498,1,3,31,1
2126,Thermostat,21.21843070562215,1.09064024850868,0,4,52,0
2127,Security System,12.607017314248022,5.928020845926559,0,1,17,0
2128,Thermostat,18.704336565135915,7.806116582096795,1,4,37,0
2129,Smart Speaker,13.710401714948247,1.0239483906712814,1,1,8,1
2130,Thermostat,13.488541416070191,1.8093082708661388,1,1,19,1
2131,Thermostat,3.19643602094751,0.2216775454411419,1,4,26,1
2132,Lights,3.4642349633795737,5.977160536523423,0,2,4,0
2133,Thermostat,12.94403995302775,8.878670480264454,0,3,15,0
2134,Lights,6.818246307006655,6.739566828420785,1,2,51,0
2135,Camera,0.9943672078210128,9.822196867150724,1,2,47,0
2136,Lights,17.486721291654987,0.7240331597476395,0,1,58,0
2137,Smart Speaker,1.2634350222188766,9.039710742999812,1,3,14,0
2138,Lights,14.48900576594528,8.15927604512814,1,1,30,1
2139,Camera,13.171054161991888,3.210991052945099,1,0,48,1
2140,Smart Speaker,23.267145228578404,9.737912863188791,1,1,56,0
2141,Security System,11.87900877466958,2.9505837068970093,1,4,42,1
2142,Security System,1.994633754878238,8.904116765899362,1,1,24,0
2143,Lights,13.46466724345185,8.819410913034476,0,0,46,0
2144,Lights,20.265760009478385,7.600810404369428,1,1,52,0
2145,Camera,23.92595818061384,5.678357690747234,0,0,43,0
2146,Camera,10.613064581693203,1.288027221207192,0,3,34,0
2147,Thermostat,8.027020448673449,5.366520171515333,0,1,19,0
2148,Camera,21.806352478371974,3.632282930983852,1,0,3,1
2149,Thermostat,4.994190033288852,7.942948628237982,1,3,4,0
2150,Smart Speaker,14.962579503273776,7.605479144318765,1,4,11,1
2151,Lights,10.034288968252271,9.115063822988793,0,2,13,0
2152,Smart Speaker,1.4654355764555491,0.2468186080739079,0,0,50,0
2153,Camera,8.661279146183897,8.110121846548155,1,4,18,1
2154,Smart Speaker,6.732870278812853,9.39077432593422,1,3,19,0
2155,Smart Speaker,16.62314211767194,7.9140744461706864,0,4,44,0
2156,Smart Speaker,22.79657669576008,1.3889251527166306,0,1,33,0
2157,Camera,6.799108903397987,0.9046631379247886,0,2,56,0
2158,Smart Speaker,19.56944957006452,0.306367874096238,1,0,38,1
2159,Thermostat,1.8009556980526238,6.324577735697903,0,3,3,0
2160,Camera,13.145843735935609,6.333759253412884,0,2,49,0
2161,Smart Speaker,2.1579264971825225,9.870445770760302,0,3,35,0
2162,Camera,22.449775291570024,4.040627423630548,1,4,1,1
2163,Security System,18.50925509309867,3.385872220485218,1,3,35,1
2164,Thermostat,15.96182291330792,6.2818067791254855,1,3,36,0
2165,Smart Speaker,19.86156496817961,8.273525857825181,0,4,38,0
2166,Security System,15.716715195898834,9.37406210027772,0,4,39,0
2167,Security System,23.27019333359584,8.050929245172483,0,2,55,0
2168,Camera,17.27801177482213,4.324072408096467,0,0,25,1
2169,Security System,22.2294773251828,6.385650929589435,1,4,40,0
2170,Thermostat,12.652599462249992,8.577363334489558,0,2,13,0
2171,Thermostat,3.251013705073772,4.95703591428622,0,3,4,0
2172,Lights,12.9121764534409,2.245197772683388,1,3,6,1
2173,Thermostat,3.4815114594826926,1.7802620535039424,0,1,11,0
2174,Security System,14.423596760645518,0.1015616713227616,0,4,1,0
2175,Thermostat,11.83858692240008,7.210556150314714,0,2,8,0
2176,Camera,15.13052184907037,1.1998623675753062,1,2,54,1
2177,Lights,0.7361040547885425,2.5140070869898103,0,0,34,0
2178,Security System,5.078751553901056,3.0489756820756546,1,2,40,0
2179,Lights,12.046265149935076,5.647760615354006,0,4,52,0
2180,Security System,22.83683369734467,4.039777045228115,1,2,9,1
2181,Camera,9.514812448346223,6.779272521029302,1,1,36,0
2182,Lights,10.472742612260417,0.6508227273541568,1,3,49,1
2183,Smart Speaker,17.295358091655622,1.3269980232179506,0,3,39,0
2184,Security System,14.689129796223774,5.042193884979341,0,2,42,0
2185,Smart Speaker,7.524764527310831,3.4359513996836157,1,2,37,0
2186,Lights,10.154185295834552,3.0285522912384613,1,2,42,1
2187,Smart Speaker,5.615945273144963,0.763577982471475,0,2,59,0
2188,Smart Speaker,23.2015042895599,8.967619830005214,1,1,44,0
2189,Lights,3.569907966597954,6.949004002638002,0,4,21,0
2190,Camera,9.238164437310855,1.304019752514529,0,1,20,0
2191,Smart Speaker,1.107215847170263,0.7439549815976921,1,1,38,0
2192,Smart Speaker,5.711818060438341,9.751238080969308,1,1,1,0
2193,Camera,18.84107175193364,6.843608249351098,0,3,35,0
2194,Smart Speaker,5.227617958788668,4.232815103828041,0,1,59,0
2195,Smart Speaker,2.3814899594306915,7.04713730348227,0,2,28,0
2196,Smart Speaker,11.649649726346295,7.587684686153575,1,1,7,1
2197,Thermostat,0.7342770162611847,7.8216258036489155,0,2,43,0
2198,Camera,2.4920046290188296,4.830985325965271,1,4,56,0
2199,Smart Speaker,19.479207934729917,4.355839305435995,1,3,44,1
2200,Camera,18.62962360420075,0.2091780342621133,0,4,9,0
2201,Security System,22.005762279515057,9.272915439904196,1,4,1,1
2202,Security System,20.58111274390261,6.072747996050536,1,3,36,0
2203,Smart Speaker,16.554625736135726,2.1112239781806843,1,2,34,1
2204,Camera,1.7298221465655768,9.204073852272222,1,2,34,0
2205,Camera,18.89694252268645,9.157825827525937,0,2,17,0
2206,Camera,20.36950405475317,9.89292322722435,0,3,53,0
2207,Thermostat,19.27843042564093,8.75315997507589,1,1,32,1
2208,Security System,12.449257329738613,9.97806543941864,1,0,2,1
2209,Camera,5.973193208262819,2.522393262420399,1,1,36,0
2210,Camera,20.36525442868508,8.438270893472417,1,1,25,1
2211,Thermostat,17.588326028893253,8.24798025707807,1,4,43,0
2212,Thermostat,23.54788759813801,2.3863095562852643,0,0,51,0
2213,Camera,4.158776047264423,1.0745317351098087,0,2,56,0
2214,Lights,5.803117701723294,9.796263085408237,0,1,26,0
2215,Camera,5.477256522215313,3.0306430600540426,0,3,45,0
2216,Camera,19.124684539101413,8.72182872563128,1,1,54,0
2217,Thermostat,4.892321466577777,0.1408588312785785,1,2,26,1
2218,Thermostat,2.066506000847693,0.3081455914740618,0,1,21,0
2219,Camera,23.966178954762277,4.712125956094047,0,4,18,0
2220,Camera,1.083204468961005,2.4632753709571293,0,4,59,0
2221,Camera,20.128235413733343,6.929428706016046,1,1,29,1
2222,Thermostat,9.08612077644034,5.699086823122748,1,4,51,0
2223,Camera,20.27796330430866,0.8671093947598653,1,3,24,1
2224,Camera,13.533581543461906,1.7100201335255991,0,0,47,0
2225,Smart Speaker,21.688333892929464,3.941687773578301,0,1,28,0
2226,Lights,22.26553518074373,1.9374802331587884,1,3,12,1
2227,Security System,0.7138072600982359,7.943001237714893,1,3,57,0
2228,Lights,2.272186135830524,4.219095331977472,1,3,11,1
2229,Smart Speaker,6.383430144915104,1.0249754817407428,0,2,27,0
2230,Security System,16.22891228454229,4.894994732494036,1,1,23,1
2231,Camera,21.37439661802039,0.9992979925080004,1,1,33,1
2232,Smart Speaker,11.308635855408124,1.3764793236561903,0,1,16,0
2233,Camera,14.763868232445237,2.472137337079233,1,0,28,1
2234,Thermostat,4.929746540695687,8.60932428195015,1,3,28,0
2235,Smart Speaker,19.416720596219605,9.253664070096422,1,1,45,0
2236,Thermostat,23.23221061680654,8.279951520387485,1,4,38,0
2237,Smart Speaker,6.81207492349304,3.407364452436688,0,2,55,0
2238,Smart Speaker,12.12840986261284,2.7972197669774337,1,0,6,1
2239,Thermostat,2.5237285968997845,5.536641338823368,0,2,42,0
2240,Security System,13.639711426879757,7.246346289277812,1,3,59,0
2241,Lights,12.315410883396993,9.934390602785731,0,4,29,0
2242,Camera,3.894257377644323,1.4025500476013697,1,3,34,1
2243,Smart Speaker,10.888556008274763,0.5879907903356639,1,1,57,1
2244,Camera,8.351459324034238,6.974123301053183,0,2,3,0
2245,Thermostat,12.76302556967195,8.339035256688664,1,4,6,1
2246,Camera,14.262876882576782,8.478852920677589,1,2,48,0
2247,Thermostat,0.6996460972694234,6.816789135863891,0,0,38,0
2248,Camera,18.38364059931455,9.544756460779952,1,4,56,0
2249,Lights,17.25583585875091,5.15894715909141,1,0,13,1
2250,Lights,9.107730075853272,9.146766503528504,1,4,36,0
2251,Lights,1.7439944858672292,9.681340156216075,1,1,15,0
2252,Lights,18.240914684948685,8.486858824330767,1,2,6,1
2253,Lights,22.946616271236117,3.166609776260344,0,2,33,0
2254,Lights,6.143562506517333,2.0425349465859237,0,3,41,0
2255,Thermostat,8.10282842282039,5.5263886433200025,1,4,12,1
2256,Smart Speaker,4.819602902822652,4.584846028763866,1,4,57,0
2257,Camera,14.057998898603731,8.789807587708056,0,0,55,0
